experiment_version,start_time,completion_status,completion_time,terminated_early,termination_reason,total_duration_ms,total_duration_min,datapipe_condition,cell_idx,speaker_condition,listener_belief_condition,sequence_idx,measure_order,comp1_some_correct,comp1_some_response,comp1_most_correct,comp1_most_response,comp2_correct,comp_multi_correct,comp_multi_selected,comp3_correct,comp3_selected,n_comp_correct,r1_utterance_predicate,r1_utterance_quantifier,r1_utterance_text,r1_effectiveness,r1_speaker_type,r1_rt,r2_utterance_predicate,r2_utterance_quantifier,r2_utterance_text,r2_effectiveness,r2_speaker_type,r2_rt,r3_utterance_predicate,r3_utterance_quantifier,r3_utterance_text,r3_effectiveness,r3_speaker_type,r3_rt,r4_utterance_predicate,r4_utterance_quantifier,r4_utterance_text,r4_effectiveness,r4_speaker_type,r4_rt,r5_utterance_predicate,r5_utterance_quantifier,r5_utterance_text,r5_effectiveness,r5_speaker_type,r5_rt,n_rounds_completed,completed_all_rounds,attention_check_passed,attention_effectiveness,attention_speaker_type,competence_score,competence_framing,saw_persuasive_reveal,open_speaker_strategy,open_estimation_strategy,open_feedback
1.0.0,2026-01-30T16:41:49.994Z,completed,2026-01-30T16:49:38.932Z,False,,468786,7.8131,,,pers_plus,credulous,2.0,effectiveness_first,False,At least two but must not be all.,False,More than half but must not be all.,False,False,"[""all""]",True,"[2,0]",1,Effective,Most,The treatment was effective for most patients.,80.0,,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,,,Effective,Some,The treatment was effective for some patients.,40.0,,,Ineffective,Some,The treatment was ineffective for some patients.,60.0,,,Effective,Some,The treatment was effective for some patients.,40.0,,,5,True,True,100.0,,70.0,informativeness,False,,I recalled the tutorial about what defines some and most.,No comments but good luck with your research.
1.0.0,2026-02-01T07:46:57.138Z,completed,2026-02-01T07:52:06.060Z,False,,308913,5.14855,,,informative,credulous,1.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""some"",""all""]",False,[2],4,Ineffective,Most,The treatment was ineffective for most patients.,10.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,5,True,True,100.0,,100.0,helpfulness,False,,,No comments. Nothing was confusing.
1.0.0,2026-02-01T10:30:38.888Z,completed,2026-02-01T10:38:54.924Z,False,,496026,8.2671,,,pers_plus,naturalistic,1.0,speaker_type_first,False,At least one but must not be all.,True,More than half and could be all.,True,False,"[""all""]",False,[0],2,Effective,Most,The treatment was effective for most patients.,85.0,,,Effective,Some,The treatment was effective for some patients.,70.0,,,Ineffective,Some,The treatment was ineffective for some patients.,20.0,,,Effective,Some,The treatment was effective for some patients.,85.0,,,Ineffective,Some,The treatment was ineffective for some patients.,50.0,,,5,True,True,100.0,,93.0,helpfulness,False,,is choice determines my decision,
1.0.0,2026-02-01T00:25:58.664Z,completed,2026-02-01T00:34:20.566Z,False,,501896,8.364933333333333,,,pers_minus,credulous,2.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,False,"[""all""]",False,[2],3,Ineffective,Most,The treatment was ineffective for most patients.,20.0,,,Effective,Some,The treatment was effective for some patients.,40.0,,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,,,Effective,Some,The treatment was effective for some patients.,40.0,,,Ineffective,Some,The treatment was ineffective for some patients.,60.0,,,5,True,True,100.0,,80.0,helpfulness,False,,,
1.0.0,2026-02-01T00:43:25.393Z,completed,2026-02-01T00:54:39.607Z,False,,674120,11.235333333333333,,,pers_plus,vigilant,0.0,speaker_type_first,False,At least one but must not be all.,False,More than 75% and could be all.,True,False,"[""all""]",False,"[0,3]",1,Effective,Some,The treatment was effective for some patients.,40.0,pro,,Effective,Some,The treatment was effective for some patients.,60.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,anti,,Effective,Some,The treatment was effective for some patients.,65.0,neutral,,Effective,Some,The treatment was effective for some patients.,65.0,pro,,5,True,True,100.0,anti,59.0,goal_pursuit_effectiveness,True,"The use of ""most"" had an effect",,
1.0.0,2026-02-01T17:55:16.276Z,terminated_attention_check,2026-02-01T18:01:54.915Z,True,attention_check_failed,398634,6.6439,,,pers_plus,naturalistic,0.0,effectiveness_first,True,At least one and could be all.,False,More than half but must not be all.,True,True,"[""all"",""some""]",True,"[0,2]",4,Effective,Some,The treatment was effective for some patients.,25.0,,,Effective,Some,The treatment was effective for some patients.,20.0,,,Ineffective,Some,The treatment was ineffective for some patients.,30.0,,,Effective,Some,The treatment was effective for some patients.,45.0,,,Effective,Some,The treatment was effective for some patients.,35.0,,,5,True,False,35.0,,,,False,,,
1.0.0,2026-01-31T21:47:25.471Z,completed,2026-01-31T21:55:52.818Z,False,,507196,8.453266666666666,,,informative,naturalistic,0.0,speaker_type_first,True,At least one and could be all.,False,More than half but must not be all.,True,True,"[""some"",""all""]",True,"[0,2]",4,Effective,Most,The treatment was effective for most patients.,80.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,5,True,True,100.0,,100.0,helpfulness,False,,"4 out of the 5 trials were extremely easy to figure out by indicating all or none.  That meant that there was no doubt they were 100%.  In the other trial where the speaker indicated most cases, this had to be between 60% and 100%, so I went with the value in between (89%).",all good (I think I typed 89% instead of 80% on that last answer - oops)
1.0.0,2026-01-31T21:30:52.147Z,completed,2026-01-31T21:42:05.606Z,False,,673450,11.224166666666667,,,pers_minus,credulous,2.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,False,"[""all""]",False,[2],3,Ineffective,Most,The treatment was ineffective for most patients.,30.0,,,Effective,Some,The treatment was effective for some patients.,75.0,,,Ineffective,Some,The treatment was ineffective for some patients.,25.0,,,Effective,Some,The treatment was effective for some patients.,80.0,,,Ineffective,Some,The treatment was ineffective for some patients.,80.0,,,5,True,True,100.0,,50.0,helpfulness,False,,,"I tried my best to follow the instructions given in the first part. But they came across as very vague, or even misleading"
1.0.0,2026-02-01T05:24:16.405Z,completed,2026-02-01T05:32:56.394Z,False,,519983,8.666383333333334,,,pers_minus,naturalistic,1.0,effectiveness_first,False,At least two but must not be all.,False,More than 75% but must not be all.,True,True,"[""some"",""all""]",False,[2],2,Ineffective,Most,The treatment was ineffective for most patients.,80.0,,,Ineffective,Some,The treatment was ineffective for some patients.,45.0,,,Effective,Some,The treatment was effective for some patients.,70.0,,,Ineffective,Some,The treatment was ineffective for some patients.,45.0,,,Effective,Some,The treatment was effective for some patients.,65.0,,,5,True,True,100.0,,51.0,helpfulness,False,,Giving the info from the speaker was simple and not that in-depth it was hard to understand. But I think the speaker was effective,
1.0.0,2026-01-31T23:05:32.069Z,completed,2026-01-31T23:12:48.304Z,False,,436222,7.270366666666667,,,pers_plus,vigilant,0.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,False,"[""all""]",True,"[2,0]",4,Effective,Some,The treatment was effective for some patients.,30.0,neutral,,Effective,Some,The treatment was effective for some patients.,30.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,neutral,,Effective,Some,The treatment was effective for some patients.,40.0,pro,,Effective,Some,The treatment was effective for some patients.,40.0,pro,,5,True,True,100.0,anti,62.0,goal_pursuit_effectiveness,True,I listened to whether they used positive or negative phrasing. A positive person would use effective over ineffective etc,,
1.0.0,2026-01-31T21:37:42.009Z,completed,2026-01-31T21:41:37.564Z,False,,235550,3.9258333333333333,,,pers_plus,credulous,2.0,effectiveness_first,False,At least two but must not be all.,False,More than 75% but must not be all.,True,False,"[""all""]",True,"[0,2]",2,Effective,Most,The treatment was effective for most patients.,75.0,,,Ineffective,Some,The treatment was ineffective for some patients.,50.0,,,Effective,Some,The treatment was effective for some patients.,65.0,,,Ineffective,Some,The treatment was ineffective for some patients.,45.0,,,Effective,Some,The treatment was effective for some patients.,50.0,,,5,True,True,100.0,,75.0,helpfulness,False,,,
1.0.0,2026-01-30T16:58:47.304Z,completed,2026-01-30T17:05:11.399Z,False,,383705,6.395083333333333,,,pers_plus,vigilant,1.0,speaker_type_first,False,At least one but must not be all.,False,More than 75% but must not be all.,True,True,"[""some"",""all""]",True,"[2,0]",3,Effective,Most,The treatment was effective for most patients.,75.0,neutral,,Effective,Some,The treatment was effective for some patients.,25.0,anti,,Ineffective,Some,The treatment was ineffective for some patients.,65.0,anti,,Effective,Some,The treatment was effective for some patients.,25.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,65.0,neutral,,5,True,True,100.0,anti,81.0,goal_accomplishment,True,"i judge based on if it is like in the middle then probably scientist. If it is uses ineffective and some this feels like skeptic, if it uses the word effective I assume persuasive",,
1.0.0,2026-02-01T00:27:07.300Z,completed,2026-02-01T00:34:25.776Z,False,,438390,7.3065,,,pers_minus,credulous,1.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[2,0]",5,Ineffective,Most,The treatment was ineffective for most patients.,20.0,,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,,,Effective,Some,The treatment was effective for some patients.,50.0,,,5,True,True,100.0,,50.0,helpfulness,False,,,
1.0.0,2026-01-30T16:00:41.331Z,completed,2026-01-30T16:07:55.301Z,False,,433948,7.232466666666666,,,informative,naturalistic,1.0,effectiveness_first,False,At least two but must not be all.,False,More than 75% but must not be all.,True,False,"[""all""]",True,"[2,0]",2,Ineffective,Most,The treatment was ineffective for most patients.,45.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,Ineffective,All,The treatment was ineffective for all patients.,10.0,,,Effective,No,The treatment was effective for no patients.,45.0,,,5,True,True,100.0,,75.0,communicator,False,,I tried to visualise the examples given using the emojies and relate them to the percentage ,
1.0.0,2026-01-30T17:19:17.512Z,completed,2026-01-30T17:29:53.728Z,False,,636208,10.603466666666666,,,informative,naturalistic,1.0,speaker_type_first,False,At least one but must not be all.,False,More than 75% and could be all.,False,False,"[""all""]",True,"[0,2]",1,Ineffective,Most,The treatment was ineffective for most patients.,85.0,,,Ineffective,All,The treatment was ineffective for all patients.,30.0,,,Effective,No,The treatment was effective for no patients.,55.0,,,Ineffective,All,The treatment was ineffective for all patients.,70.0,,,Effective,No,The treatment was effective for no patients.,35.0,,,5,True,True,100.0,,3.0,communicator,False,,It had no good description,
1.0.0,2026-02-01T00:56:25.794Z,completed,2026-02-01T01:01:45.461Z,False,,319650,5.3275,,,pers_plus,naturalistic,2.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""some"",""all""]",True,"[2,0]",5,Effective,Most,The treatment was effective for most patients.,70.0,,,Ineffective,Some,The treatment was ineffective for some patients.,60.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,Ineffective,Some,The treatment was ineffective for some patients.,60.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,5,True,True,100.0,,60.0,helpfulness,False,,"I used it to eliminate the extreme possibilities. The first description was most informative as 'most' established a baseline and narrowed it down. Other than that, telling me it was some didn't really help to narrow it down much so I assumed it was somewhere in the middle.",
1.0.0,2026-02-01T18:42:34.301Z,completed,2026-02-01T18:49:38.816Z,False,,422189,7.036483333333333,,,pers_plus,credulous,2.0,effectiveness_first,False,At least two but must not be all.,False,More than 75% but must not be all.,True,False,"[""all""]",False,[2],1,Effective,Most,The treatment was effective for most patients.,65.0,,,Ineffective,Some,The treatment was ineffective for some patients.,70.0,,,Effective,Some,The treatment was effective for some patients.,25.0,,,Ineffective,Some,The treatment was ineffective for some patients.,20.0,,,Effective,Some,The treatment was effective for some patients.,40.0,,,5,True,True,100.0,,68.0,helpfulness,False,,,
1.0.0,2026-02-01T02:59:18.882Z,completed,2026-02-01T03:05:44.840Z,False,,385953,6.43255,,,pers_minus,naturalistic,1.0,effectiveness_first,False,At least one but must not be all.,False,More than 75% but must not be all.,True,False,"[""all""]",True,"[0,2]",2,Ineffective,Most,The treatment was ineffective for most patients.,20.0,,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,,,Effective,Some,The treatment was effective for some patients.,30.0,,,Ineffective,Some,The treatment was ineffective for some patients.,50.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,5,True,True,100.0,,80.0,helpfulness,False,,"I estimated the overall percentages based on the description provided. Ensuring that the message given was not ""all"" ""most"", basing my choices around the percentage I felt was correct.",
1.0.0,2026-02-01T01:08:28.978Z,completed,2026-02-01T01:16:48.782Z,False,,499794,8.3299,,,informative,naturalistic,0.0,effectiveness_first,False,At least one but must not be all.,True,More than half and could be all.,False,True,"[""all"",""some""]",False,"[0,2,3]",2,Effective,Most,The treatment was effective for most patients.,50.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,5,True,True,100.0,,100.0,helpfulness,False,,I felt the descriptions were all clear except the first one.,It was hard to figure out.  I did the best I could.
